id,url,text,w_what,w_where,w_when,w_who_author,w_who_victim,w_who_other,w_why,h_how,newspaper,activelearning_tag
2530408,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/09/11/news/modena-aggredito-al-parco-con-un-coltello-sedicenne-ferito-e-derubato-1.39291121,"MODENA Prima gli ha puntato un coltello al petto, poi ha provato a colpirlo: è stata la prontezza del ragazzo, che si è voltato di fianco, scagliando a terra la bicicletta, a evitare che potesse accadere qualcosa di veramente grave. Succede a Modena, e soprattutto succede a due minorenni, vittime dell’aggressione di un giovane nordafricano che voleva rapinarli. Il teatro dell’episodio è il parco Londrina, dove nella notte tra sabato e domenica - all’1.30 - due amici di 16 e 17 anni stavano attraversando l’area verde per rientrare a casa. Una normale serata tra amici, insomma, finita però in maniera assolutamente inaspettata per i due ragazzi, che nel mezzo del parco sono stati fermati da un giovane magrebino che ha chiesto loro un accendino. A quel punto, l’uomo ha proposto ai ragazzi di comprare della droga: di fronte al rifiuto, il nordafricano si è avvicinato al sedicenne, chiedendogli di consegnargli tutto quello che aveva, tra denaro e cellulare. Quindi, per dimostrare che faceva sul serio, l’uomo ha estratto un coltello, avvicinandolo al petto del minorenne e alzandolo come per preparare il fendente. Fondamentale è stata la prontezza del sedicenne, che si è spostato, girandosi e scagliando via la bici: il malvivente lo ha quindi colpito a un fianco, provocandogli per fortuna poco più di un graffio. A quel punto, il nordafricano ha afferrato la bicicletta del ragazzo per dileguarsi, mentre i due minorenni sono scappati verso viale Italia, chiedendo aiuto a due motociclisti, mentre sul posto sono arrivati i genitori e la polizia, giunta al parco Londrina pochi minuti dopo la chiamata. Il giovane ferito è stato quindi portato dai genitori al pronto soccorso dell’ospedale di Baggiovara, dove è stato disinfettato e medicato. «Siamo molto amareggiati - spiega la mamma del sedicenne - anche se siamo consapevoli che alla fine le cose sono andate bene. Dispiace però constatare che il livello di sicurezza a Modena è questo, e che la persona che ha aggredito nostro figlio sia libera. Cercheremo di imparare da quanto successo: di certo bisogna evitare di camminare o di andare in bicicletta con il cellulare in mano, e magari di sera è meglio evitare i parchi, perché probabilmente l’aggressore stazionava in zona in attesa di una possibile vittima». «Gli agenti che sono intervenuti - conferma la mamma dell’altro ragazzo - ci hanno consigliato di evitare i parchi quando si torna a casa a tarda ora». — ","[""bicicletta""]","[""parco Londrina""]","[""nella notte tra sabato e domenica - all\u20191.30""]","[""giovane nordafricano"", ""giovane magrebino"", ""nordafricano""]","[""due amici di 16 e 17 anni"", ""due minorenni"", ""sedicenne""]","[""due motociclisti""]",,,Gazzetta di Modena,furto
2384188,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/08/20/news/mirandola-ruba-carta-di-credito-ad-anziani-e-spende-migliaia-di-euro-denunciato-1.39212091,"MIRANDOLA I Carabinieri della Stazione di Mirandola, a conclusione di una articolata indagine, hanno denunciato alla Procura della Repubblica di Modena, un 38 enne, residente fuori provincia e con precedenti di polizia, per furto in abitazione e utilizzo indebito di carte di credito. L’uomo, agli inizi del mese di agosto si era introdotto furtivamente in due separate abitazione di Mirandola, abitate da anziani proprietari, riuscendo ad asportare un attrezzo agricolo dall’una e un borsello dall’altra, contenente documenti, soldi ed una carta di credito, con la quale ha poi effettuato prelievi di denaro in alcuni sportelli bancomat, per un importo complessivo di poco superiore ai mille euro ","[""un attrezzo agricolo"", ""un borsello"", ""soldi ed una carta di credito"", ""mille euro""]","[""due separate abitazione di Mirandola""]",[],"[""38 enne, residente fuori provincia e con precedenti di polizia""]","[""anziani proprietari""]","[""I Carabinieri della Stazione di Mirandola""]",,,Gazzetta di Modena,furto
2384191,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/08/19/news/venditore-d-auto-rubava-l-energia-a-enel-1.39210923,"FIORANO Un controllo di due tecnici di Enel Distribuzione ha portato a scoprire un furto di energia che rischia di avere una portata non indifferente. Per il momento i carabinieri di Fiorano hanno denunciato per furto aggravato e continuato il titolare di un noto autosalone, specializzato nella vendita di auto multimarca, ma sono in corso gli accertamenti per quantificare il danno subito dalla società che distribuisce energia elettrica. Nei giorni scorsi, infatti, nel condominio che ospita anche la concessionaria sono arrivati due tecnici di Enel. Avevano il compito di cambiare i contatori come del resto sta avvenendo un po’ in tutto il territorio. Ma quando hanno aperto il mobile che custodisce i sistemi di rilevazione hanno constatato subito qualcosa di strano. Al di sopra di un solo contatore - quello dell’autosalone - hanno però notato una strana presenza, una placca di metallo che non hanno subito identificato. Con circospezione hanno avvicinato un cacciative per capirne le modalità restando sbalorditi dalla potenza con cui l’attrezzo è stato attirato. La placca era infatti un potente magnete, utilizzato con un solo obiettivo: rallentare l’avanzamento delle lancette del contatore al fine di annotare un consumo estremamente ridotto di energia elettrica. Alcuni casi analoghi portano a dire che si può raggiungere fino ad una riduzione dell’80% se il magnete è particolarmente potente come quello utilizzato a Fiorano. I tecnici, constatata la situazione, hanno quindi chiesto l’intervento dei carabinieri di Fiorano che si sono recati sul posto con la pattuglia, hanno provveduto a sequestrare il magnete e a raccogliere in contemporanea la denuncia di Enel Distribuzione. Conseguentemente è stato convocato in caserma il titolare della concessionaria a cui ora viene contestato il furto aggravato e continuato di energia elettrica perché il sospetto è che le operazioni illegali continuassero da diversi mesi. Ma per capire per quale sia l’arco temporale in cui l’uomo abbia potuto sfruttare l’escamotage servirà tempo e toccherà ad Enel decretare un eventuale ammanco. Bisognerà infatti analizzare i consumi - riscontrabili nello storico delle bollette - e verificare se vi sia stato un momento in cui la riduzione di energia è risultata significativa e anomala rispetto al passato. — ","[""energia elettrica""]","[""Fiorano""]",[],"[""il titolare di un noto autosalone, specializzato nella vendita di auto multimarca""]","[""societ\u00e0 che distribuisce energia elettrica""]","[""due tecnici di Enel Distribuzione"", ""carabinieri di Fiorano""]",,,Gazzetta di Modena,furto
2384194,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/08/19/news/ladri-in-due-villette-svaligiata-la-trattoria-e-una-donna-scippata-1.39210936,"FINALE Dodici ore di tensione a Finale per almeno quattro episodi criminosi all’apparenza slegati tra loro. Lunedì sera, poco dopo l’ora di cena, i ladri hanno fatto visita nell’abitazione di via Guercino di un professionista ora in pensione che si trova in vacanza con la moglie. L’allarme è suonato puntuale ma quando la figlia ha effettuato un sopralluogo ormai il colpo era concluso. Bottino da quantificare al ritorno della coppia. Verso le 22.30, invece, la banda ha colpito in una villa di via Monte Santa Giulia dove abita un tecnico con la moglie, anche loro in ferie. Forzando una finestra hanno rubato almeno una collana e diversa bigiotteria. Ieri mattina, invece, un furto si è consumato alla trattoria “MyAle in cucina” di via Sant’Elia: un uomo, probabilmente un 40enne già protagonista di diversi episodi negli ultimi giorni, ha forzato la porta d’ingresso del locale, si è impossessato della cassa che ha aperto con un cacciavite nel giardino interno. «Un testimone lo ha visto arrivare in auto - racconta Alessandro Mitola, il titolare dell’attività aperta da poco più di un mese ma che già si è fatta apprezzare per la location e l’accoglienza - Non ha fatto in tempo a chiamarmi che lui stava già andandosene». Sono stati allertati i carabinieri di Finale che hanno avviato le indagini così come stanno cercando riscontri sull’ultimo episodio di ieri mattina, avvenuto in via Costituzione. Una donna è scesa da un’auto, una station wagon azzurra, e si è avvicinata alla recinzione di una casa, fingendo di chiedere informazioni ad una anziana. Appena le è stata “a tiro” le ha afferrato la collana che portava al collo e l’ha strappata per fuggire a bordo della vettura guidata da un uomo. — F.D. ","[""Bottino da quantificare""]","[""FINALE"", ""nell\u2019abitazione di via Guercino""]","[""Luned\u00ec sera, poco dopo l\u2019ora di cena""]","[""banda"", ""un 40enne gi\u00e0 protagonista di diversi episodi"", ""Una donna""]","[""un professionista ora in pensione"", ""un tecnico con la moglie"", ""Alessandro Mitola, il titolare dell\u2019attivit\u00e0"", ""una anziana""]","[""figlia""]",,,Gazzetta di Modena,furto
3111159,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/12/11/news/spilamberto-nel-mirino-di-una-banda-di-ladri-1.39644220,"/ Spilamberto Sarà un caso, ma a Spilamberto negli ultimi tempi si sono inverati diversi episodi di furto. Soltanto due giorni fa (mercoledì) un gruppo di ladri è riuscito a fare irruzione in due diverse abitazioni. «Eravamo fuori casa per il giro di consegne della sera - racconta Emanuela De Carolis, proprietaria del ristorante Amaretto di Spilamberto - sarà stata questione di un’ora, ma quando siamo rientrati in casa tutte le nostre cose di valore erano sparite». Emanuela De Carolis spiega che i malviventi hanno praticato un piccolo foro in una delle finestre, riuscendo a sollevare il gancio che la teneva bloccata. «Evidentemente si trattava di qualcuno che ci ha seguito - prosegue - altrimenti non si spiega come abbia fatto a entrare proprio in quell’intervallo di tempo in cui in casa non c’era nessuno». La refurtiva sottratta alla titolare dell’Amaretto ammonta a circa 8 mila euro. Dopo aver avvertito tempestivamente i carabinieri, i quali hanno preso in carico il caso, non rimaneva che prenderne atto. Un altro colpo, fortunatamente sventato da Giancarlo Nobili, si sarebbe potuto consumare sempre nella serata di mercoledì, intorno alle 18.30. La zona segnalata è quella di via Canova. «Sarò stato fuori casa 10 minuti - afferma Nobili - quando sono rientrato, ho avvertito del movimento nel giardino del mio vicino. Subito non ci ho fatto caso, poi sono tornato fuori per capire chi ci fosse. È stato allora che ho visto un personaggio nell’orto vicino. Gli ho detto qualcosa e lui ha saltato la recinzione e si è trovato con un altro, evidentemente suo “collega”. Hanno vagato per un po’ intorno all’altra casa, l’ho potuto verificare dopo con le telecamere di sorveglianza». La vicina di casa del signor Nobili ha poi confermato che verso quell’ora era scattato l’allarme sul suo balcone. «Si tratta di due uomini - prosegue Giancarlo - non è la prima volta che li vedo attraverso le mie telecamere. Già il 13 novembre, alle 3 di notte, tre personaggi hanno attraversato il mio cortile per vedere cosa ci fosse, poi sono andati via». Il 22 novembre, un cittadino spilambertese (il quale preferisce restare anonimo) residente nel quartiere San Pellegrino ha subito un furto con scasso. «Sono saliti al secondo piano, arrampicandosi sulla grondaia. Hanno spinto e rotto la porta finestra. Evidentemente erano ben muniti, perché non hanno toccato niente, se non un quadro, dietro al quale avevo la cassaforte. Hanno usato un flessibile e portato via contanti e oro». L’uomo ha denunciato tutto ai carabinieri. «Quando sono rientrato, nel giro di un’ora, c’era una puzza incredibile già dalle scale. Ho trovato la porta di casa spalancata, evidente qualcuno dal basso deve aver avvertito il ladro che stavo salendo». Ieri è stato inoltre denunciato su Facebook un altro tentativo di furto in via Masera, sempre a Spilamberto. — © RIPRODUZIONE RISERVATA ","[""circa 8 mila euro""]","[""Spilamberto""]","[""due giorni fa (mercoled\u00ec)""]","[""un gruppo di ladri"", ""due uomini"", ""ladri""]","[""Emanuela De Carolis"", ""Giancarlo Nobili"", ""un cittadino spilambertese""]","[""carabinieri""]",,,Gazzetta di Modena,furto
2645260,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/09/29/news/corlo-di-formigine-esplode-bancomat-sotto-casa-i-miei-bambini-sono-salvi-mio-marito-ha-dato-l-allarme-1.39362232,"FORMIGINE. «L’esplosione deve essere stata davvero forte, io vedevo il fumo fin quasi su via Radici». Queste le prime parole della donna che abita in via Edison, nell’appartamento sopra l’ufficio postale. Con frasi brevi e piene d’ansia per il pericolo corso così ricorda i momenti concitati dell’altra notte. Corlo di Formigine, assalto al Postamat esplosione nella notte La signora, infatti, al momento dello scoppio non si trovava in casa, dove invece c’erano il marito e i figli, bambini piccoli, che stavano dormendo. «Io – racconta ancora scossa - ero andata a lavorare come faccio sempre. Sono uscita di casa intorno alle tre e un quarto di notte, ed era tutto tranquillo come sempre, non ho visto niente di strano. Niente di sospetto insomma, rispetto al solito». Un’ora dopo però, i quattro malviventi a bordo della station wagon scura, a volto coperto, arrivavano in via Edison pronti per il colpo. A dire la verità erano pronti a tutto come si è visto dall’arsenale che hanno messo in campo. Hanno messo in conto di svegliare tutto il quartiere con l’esplosione nel cuore della notte. Così pure avranno considerato come danno collaterale l’allarme della sirena delle Poste. «I miei bambini - continua la donna – non hanno sentito niente per fortuna. Li ha svegliati il papà, lui sì che ha sentito l’esplosione. Mi hanno telefonato al lavoro spiegandomi cosa era successo, allora sono tornata immediatamente. Mentre ero in strada, già sulla Radici si iniziava a vedere il fumo». La famiglia, in via precauzionale, è stata evacuata. «Sono arrivati i vigili del fuoco – aggiunge - e abbiamo aspettato in macchina finché non ci è stato permesso di rientrare. Adesso la sala è stata dichiarata inagibile, ci hanno spiegato che sopra sono scoppiate le tavelle, il pavimento non è sicurissimo. Ci penserà l’assicurazione delle Poste». — ","[""Postamat""]","[""Corlo di Formigine""]","[""nella notte""]","[""quattro malviventi""]",[],"[""vigili del fuoco""]",,,Gazzetta di Modena,furto
1550504,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/04/13/news/sassuolo-danneggiava-le-auto-per-rubare-all-interno-scoperto-e-denunciato-1.38714033,"SASSUOLO La notte di Pasqua i carabinieri del Nucleo Radiomobile e della stazione di Sassuolo hanno denunciato alla procura della Repubblica un 31enne cittadino magrebino, responsabile di tentato furto su autovettura e danneggiamento. In particolare, alle una di notte, a seguito di alcune segnalazioni ricevute da cittadini, che avevano notato una persona armeggiare vicino dei veicoli, i carabinieri, che già erano attivi a seguito di danneggiamenti e tentati furti segnalati dai cittadini nei giorni precedenti, sono tempestivamente intervenuti rilevando che, dopo aver infranto il vetro deflettore di un Mercedes erano stati asportati oggetti dall’interno dell’abitacolo. I militari, con accurate ricerche, fermavano lo straniero a bordo di una utilitaria. A seguito della perquisizione è stato rinenuto e sequestrato un martelletto rompi vetro, probabilmente usato per i suoi furti, che è stato sequestrato. I carabinieri stanno approfondendo gli accertamenti, non si esclude che il cittadino magrebino sia l’autore dei diversi danneggiamenti sulle autovetture in sosta nel centro di sassuolo avvenuti la settimana precedente. ","[""oggetti""]","[""SASSUOLO""]","[""La notte di Pasqua"", ""alle una di notte""]","[""31enne cittadino magrebino""]","[""cittadini""]","[""i carabinieri del Nucleo Radiomobile e della stazione di Sassuolo""]",,,Gazzetta di Modena,furto
2200842,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/07/22/news/colpo-grosso-a-mediaworld-studente-tradito-da-impronta-1.39111281,"MODENA. Lo ha tradito un’impronta digitale lasciata sulla maniglia del Grandemilia. I suoi complici hanno ancora tutto il bottino: 60mila euro di materiale Apple rubato alla Mediaworld; la sua distrazione, invece, gli è costata due anni e mezzo di carcere. Anche se il giudice gli ha dato la condizionale considerando il fatto che ha meno di 21 anni, come prevede la legge. Si è così chiuso l’unico capitolo risolto del clamoroso colpo avvenuto nel febbraio 2018 all’interno del centro commerciale e in particolare dello store di materiale elettronico, computer e telefonia, in passato già preso d’assalto da altre bande di ladri professionisti. In questo caso la razzia è stata compiuta da quattro banditi, come si è visto dalle telecamere. Di questi, tutti incappucciati e vestiti di nero, tre sono rimasti senza volto; il bottino, nelle loro mani, non è mai stato recuperato; il quarto è stato scoperto dagli investigatori della Squadra Mobile della questura. L’impronta infatti era già presente nel database della polizia. Apparteneva a un giovane sospettato per un altro colpo. E coincideva con quella rilevata dalla Polizia Scientifica sulla maniglia nel retro del Grandemilia. Era di Claudiu A., 20 anni, rumeno. Un giovane che due anni fa risultava studente residente a Modena. Oggi vive in Gran Bretagna, di lui non si alcuna notizia e non si è presentato all’udienza preliminare di ieri dove era accusato dal procuratore Giuseppe Di Giorgio di furto aggravato. Il suo difensore, avvocato Gianfranco Balugani, è arrivato al patteggiamento di due anni e mezzo di carcere con la condizionale (comprensivi già dello sconto di un terzo della pena, previsto dalla legge per questo rito). Il colpo fu compiuto nello spazio di pochi minuti intorno alle 4 di notte. I quattro ladri entrarono in azione dal retro forzando la porta d’accesso. Una volta all’interno, sono andati direttamente dentro Mediaworld, hanno spaccato le vetrine e gli armadietti e hanno riempito quattro borsoni fino all’orlo di materiale esclusivamente della Apple. Portare via la refurtiva non è stato semplice. Hanno dovuto trascinare i borsoni lungo il corridoio fino all’uscita dove un complice li aspettava su un mezzo, probabilmente un furgone (ma non è emerso nulla sull’organizzazione del colpo). Tutto questo è stato ripreso dalle telecamere di sicurezza. I volti dei quattro banditi erano mascherati. Poco dopo è arrivata la pattuglia della polizia, chiamata dalle guardie giurate, accorse dopo che l’allarme era scattato. Sul posto non c’erano elementi importanti di indagine. Ma poi l’arrivo della Polizia Scientifica ha portato a una soluzione importante anche se purtroppo parziale: il rilievo dell’impronta del giovane rumeno. — C.G. ","[""60mila euro di materiale Apple""]","[""MODENA"", ""Grandemilia""]","[""nel febbraio 2018"", ""intorno alle 4 di notte""]","[""Claudiu A., 20 anni, rumeno"", ""quattro banditi""]",[],"[""Polizia Scientifica""]",,,Gazzetta di Modena,furto
1550506,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/04/12/news/rubarono-una-borsetta-individuati-e-denunciati-1.38712722,"CONCORDIA I Carabinieri di Concordia hanno denunciato alla procura della Repubblica una coppia di nomadi. I due sono ritenuti responsabili del furto di una borsetta che, a fine gennaio, era stata sottratta da un’automobile nei pressi di un supermercato. Determinante per l’individuazione degli autori sono state le telecamere, il contributo fornito da alcuni testimoni e anche una foto scattata da un uomo che fa parte di un gruppo di vicinato locale. È una coppia di nomadi, quella individuata, che generalmente si muove nell’ambito del mantovano. Lui trentottenne e lei ventisettenne, entrambi ben noti alle forze dell’ordine. La tecnica utilizzata è quella di approfittare dell’assenza del proprietario del veicolo e, mentre la donna funge da palo, l’uomo si adopera a rovistare nell’autovettura. — ","[""borsetta""]","[""Concordia"", ""nei pressi di un supermercato""]","[""a fine gennaio""]","[""una coppia di nomadi""]",[],"[""CONCORDIA"", ""nei pressi di un supermercato""]",,,Gazzetta di Modena,furto
2289411,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/08/04/news/carpi-rubano-playstation-ai-bimbi-ricoverati-la-polizia-la-riconsegna-1.39158385,"CARPI Gli agenti della Polizia di Stato del Commissariato di Carpi hanno riconsegnato al reparto di Pediatria dell’ospedale Ramazzini una PlayStation 4, che era stata rubata da una delle camere del reparto alcuni mesi fa e il cui furto era stato immediatamente denunciato dai responsabili della struttura. La console – a disposizione dei piccoli pazienti del reparto dell’ospedale di Carpi – era stata sottratta, assieme a joystick e gioco in dvd, da una camera di degenza della Pediatria. A seguito di denuncia presentata, la polizia ha rintracciato e successivamente recuperato la PlayStation rubata. Gli agenti hanno poi restituito la console di gioco alla struttura, consegnandola a Stefania Ascari, direttrice del Distretto sanitario di Carpi, e Andrea Ziglio, direttore medico del Ramazzini. La PlayStation è tornata ora a disposizione dei pazienti della Pediatria. ","[""una PlayStation 4"", ""a joystick e gioco in dvd""]","[""CARPI"", ""reparto di Pediatria dell\u2019ospedale Ramazzini""]","[""alcuni mesi fa""]",[],"[""Stefania Ascari, direttrice del Distretto sanitario di Carpi, e Andrea Ziglio, direttore medico del Ramazzini""]","[""Gli agenti della Polizia di Stato del Commissariato di Carp""]",,,Gazzetta di Modena,furto
2537322,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/09/11/news/via-taglio-furto-nella-notte-1.39296334,"Ladri in azione in via Taglio: a finire nel mirino dei malviventi questa volta è stato il Temporary Outlet della via del centro, e il colpo è andato a segno nella notte tra mercoledì e giovedì, quando la vetrina del negozio di abbigliamento è stata sfondata. I ladri sono così riusciti ad entrare nell’esercizio, mentre i titolari hanno realizzato quanto accaduto solo ieri mattina. Ancora da quantificare il bottino. Ad aiutare le forze dell’ordine potrebbero essere le telecamere di via Taglio, i cui filmati sono stati passati al setaccio dalla polizia. ","[""vetrina""]","[""via Taglio""]","[""nella notte tra mercoled\u00ec e gioved\u00ec""]","[""Ladri"", ""malviventi""]","[""Temporary Outlet"", ""negozio di abbigliamento"", ""titolari""]","[""le forze dell\u2019ordine""]",,,Gazzetta di Modena,furto
2289415,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/08/03/news/tenta-di-rubare-merce-con-lo-zaino-schermato-1.39157238,"Ha provato a varcare le casse del Grandemilia con uno zainetto sapientemente riempito di merce, per un valore di quasi cento euro. Era convinto che nessuno del servizio di vigilanza interno si potesse accorgere del suo trucco, quello che gli permetteva di passare i rilevatori dell’anti-taccheggio. Il ladro, un 27enne italiano già noto alle forze dell’ordine per i suoi numerosi precedenti, aveva foderato lo zainetto con carta stagnola, con alluminio: questo crea una sorta di barriera e i rilevatori non segnalano le placche apposte ai prodotti. Ma i vigilantes, l’altra sera, devono averlo tenuto sott’occhio per bene e quando il giovane ha tentato di oltrepassare la barriera delle casse, lo hanno fermato per un controllo, trattenendolo per poi consegnarlo ai militari dell’Arma, nel frattempo sopraggiunti al Grandemilia. E così i carabinieri della sezione radiomobile della compagnia di Modena hanno denunciato il 27enne alla Procura per tentato furto aggravato. — ","[""merce, per un valore di quasi cento euro""]","[""al Grandemilia""]",[],"[""27enne italiano gi\u00e0 noto alle forze dell\u2019ordine per i suoi numerosi precedenti""]",[],"[""vigilantes""]",,,Gazzetta di Modena,furto
2676109,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/10/06/news/modena-io-e-i-miei-amici-aggrediti-da-quei-tre-ragazzi-armati-ai-giardini-1.39387792,"MODENA «Siamo stati rapinati da tre ragazzi nordafricani, avevano la nostra età. Non so se sono gli stessi dell’ultimo caso ma di uno, che ho identificato fotograficamente, da giri miei sono venuto a sapere che ha numerose denunce alle spalle. Un tipo pericoloso. Girava con un altro che, accusato di aver accoltellato qualcuno pochi giorni prima, potrebbe essere in galera». Leggi anche Modena Ciclista rapinato e accoltellato ai Giardini ducali: ecco come è andata A parlare è il diciottenne rapinato con un altro amico al Parco Ducale all’alba del 10 settembre scorso. Un colpo fotocopia rispetto a quello di ieri che ha portato all’arresto di tre adolescenti tunisini richiedenti asilo. Proprio come i bulli che lo hanno aggredito. Anche la tecnica del colpo è identica. Ma prima spiega un fatto importante: il parco era accessibile, anche se chiuso. «Di notte il parco è chiuso ma in realtà si entra dalla porticina di corso Canalgrande. Lo sanno tutti ed è così da anni. Quella porticina è lasciata aperta. E anche noi siamo entrati da lì per fare un giro e subito dopo ci siamo trovati circondati da questi tre balordi. E a quel punto eravamo intrappolati. A noi è capitato all’alba, ma è una zona molto pericolosa di notte: quando è chiuso non passano le pattuglie, nei vialetti c’è buio, non ci sono telecamere». Cosa è successo quella mattina? «Ero con due amici. Due maggiorenni e un minorenne di 17 anni. Andavamo in giro in bici e aspettavamo che aprisse un bar. E così per ammazzare il tempo abbiamo fatto un giro in via Emilia, poi siamo entrati ai Giardini. C’era un gruppetto di tre ragazzi, noi siamo passati oltre ma ci hanno raggiunto. Ci stavano addosso e ci frugavano negli zainetti. Uno ha tirato fuori un tirapugni e un altro mi ha puntato un coltello». In che punto dei Giardini si trovavano? «Subito dopo l’ingresso in Canalgrande. A quell’ora è aperta solo la porticina piccola, come dicevo. Un bel problema. Noi siamo indietreggiati per smarcarci da loro, ma ci siamo trovati con le spalle al cancello e allo stesso tempo la porticina era l’unica via di uscita. Loro lo sapevano, come tutti lo sanno». Insomma, li avete visti appena siete entrati? «Sì, stavano per i fatti loro. Per non dare fastidio siamo andati oltre, dato l’orario, verso la casetta dei giochi. Volevamo tenerci a distanza. Ma loro si sono avvicinati chiedendoci le sigarette, una scusa per approcciarci. Poi mentre uno fruga nei nostri zaini, un altro si avvicina alla bici del terzo nostro amico e fa degli apprezzamenti sul modello. Era ancora un momento tranquillo, non si vedevano cattive intenzioni. Mentre ci alziamo, uno afferra la sua bici, il mio amico la riprende e scappa per chiamare la polizia. Rimaniamo in due contro tre. Tutti si concentrano su di me. Uno mi fruga nelle tasche e mi sfila gli occhiali da sole. Gli dico di ridarmeli. L’altro fa il gesto, allunga la mano ma me li infila nella giacca e afferra il portafoglio. Gli blocco il braccio con l’ascella. Quello dietro mi fa vedere un coltello bello lungo. Allora gli do tutti i soldi, 250 euro, facendomi lasciare i documenti. Il secondo amico, minorenne, resta isolato, vedo che lo picchiano con schiaffi e calci e poi se ne vanno». — ","[""250 euro""]","[""MODENA""]","[""10 settembre scorso""]","[""tre ragazzi nordafricani""]","[""diciottenne""]","[""amico, minorenne""]",,,Gazzetta di Modena,furto
3104473,https://gazzettadimodena.gelocal.it/modena/cronaca/2020/12/09/news/vende-balestra-rubata-ma-all-appuntamento-vanno-i-carabinieri-1.39641898,"SAN FELICE Quella balestra era sparita alcuni giorni fa durante un furto in paese, ma era talmente bella e singolare da attirare subito l’attenzione dei collezionisti e dei carabinieri segugi. Perché tra le attività dell’Arma, in particolare quella della Compagnia di Carpi, c’è la meticolosa analisi dei più noti siti di vendite on line dove talvolta ci si imbatte in qualche vendita interessante di oggetti rubati durante le razzie negli appartamenti. Abitualmente accade con le biciclette da corsa, ma stavolta è stata la balestra ad indirizzare i militari sulla strada giusta. Memori della denuncia raccolta per il furto avvenuto a San Felice, gli investigatori hanno deciso di andare più a fondo e hanno contattato l’inserzionista. Si tratta di un ragazzo residente a Carpi, originario del Napoletano e che vive formalmente di sussidi visto che percepisce il reddito di cittadinanza. C’è stato un abboccamento on line e quando i compratori hanno ottenuto la sua fiducia gli hanno dato un appuntamento nei pressi di un supermercato carpigiano per completare l’affare ed acquistare l’arma. Ma all’appuntamento il ragazzo non ha trovato un collezionista, bensì una pattuglia dell’Arma che ha provveduto ad identificarsi e a riprendersi la balestra. Ma non solo. Si è perciò provveduto anche ad effettuare una doppia perquisizione: sia sulla sua vettura che nell’abitazione in cui formalmente risiede. E in auto è comparsa una carta di debito intestata ad una donna di Modena, vittima di una rapina nei giorni scorsi. C’erano anche alcuni attrezzi utili allo scasso, solitamente in dotazione o agli artigiani o a qualche ladro balordo. Nella sua casa, invece, i carabinieri hanno trovato un computer rubato durante un furto alla Caritas di San Felice, avvenuto la scorsa settimana e un mazzo di chiavi, sparite nell’ennesimo furto sanfeliciano dell’ultimo periodo. Di fronte ad uno scenario del genere i carabinieri non hanno potuto fare altro che sequestrare tutto il bottino - che sarà riconsegnato ai legittimi proprietari - ma hanno anche provveduto a denunciare il giovane campano che ora dovrà rispondere di ricettazione, possesso ingiustificato di chiavi alterate, grimaldelli, possesso di carte di credito di lecita provenienza e porto d’armi oggetti atti ad offendere. — ","[""la balestra""]","[""a San Felice""]",[],"[""il giovane campano""]","[""SAN FELICE"", ""una donna di Modena""]","[""Compagnia di Carpi""]",,,Gazzetta di Modena,furto
